n_in,n_out,enrich,speck_frac_in_roi,img,label
0,3,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/5021fde82106a4e078332651699d973a_img.png,0
9,4,7.86444739775358,0.0047672125525165055,/root/autodl-tmp/CBIS/crops_fixed_calc/2307c6d66c4a460a4baf78f5d3c779d9_img.png,1
11,3,8.925293228880097,0.004231404092540677,/root/autodl-tmp/CBIS/crops_fixed_calc/c53557f2164c30cb097e444f4796edeb_img.png,1
1,0,,0.00011600255205614524,/root/autodl-tmp/CBIS/crops_fixed_calc/f6fee52e68db6882ece1247ea86bad61_img.png,0
2,1,5.433967614780365,0.00025522502339562716,/root/autodl-tmp/CBIS/crops_fixed_calc/d44e439f4347dcf9a9f6ec4fc21407a9_img.png,0
15,1,60.61119123161234,0.005518700124987982,/root/autodl-tmp/CBIS/crops_fixed_calc/d773e1aa937e72943200559b42f1a9a8_img.png,0
11,6,6.366726953198314,0.0028152672797693186,/root/autodl-tmp/CBIS/crops_fixed_calc/f87b0d74e416a8c2c8847f946340e578_img.png,0
17,2,19.304836656767076,0.0022336469589957324,/root/autodl-tmp/CBIS/crops_fixed_calc/c22235cfd873c6485c3a52cf7dbecc1e_img.png,1
7,1,19.158346400570206,0.0031076265146115466,/root/autodl-tmp/CBIS/crops_fixed_calc/7e45f8396fc6996143546b604b155be7_img.png,1
25,22,5.382179637907335,0.006302107267117442,/root/autodl-tmp/CBIS/crops_fixed_calc/ded3ff6258f125853c4f70f960e703b7_img.png,1
3,6,2.020712335089811,0.0004038616869879611,/root/autodl-tmp/CBIS/crops_fixed_calc/69ef688a91358d9a7584f690ec6beccd_img.png,0
3,0,,0.001846043259491603,/root/autodl-tmp/CBIS/crops_fixed_calc/89fde3dbfe1dbcbc9c565798e6b85a42_img.png,1
3,3,2.882464454976303,0.0008738151658767773,/root/autodl-tmp/CBIS/crops_fixed_calc/0cfc9cb0a09d43164c9829e68bd8f9aa_img.png,1
2,0,,0.0003548975866964105,/root/autodl-tmp/CBIS/crops_fixed_calc/c3941b8371bd27adf76d1da172b1b2ab_img.png,1
21,39,1.7019432221641604,0.0033807377309377183,/root/autodl-tmp/CBIS/crops_fixed_calc/e5dbf1f6b09fa7279ae0e191825b321b_img.png,1
6,19,0.7850245552445761,0.0011303041182962993,/root/autodl-tmp/CBIS/crops_fixed_calc/e326dd89a1dd20b3e439e394b6761a4d_img.png,1
2,0,,0.0002409058058299205,/root/autodl-tmp/CBIS/crops_fixed_calc/1ef34c32b7b15d70224dfedd1fe3f924_img.png,0
3,0,,0.0015740116132957687,/root/autodl-tmp/CBIS/crops_fixed_calc/ecc2b6d9140ebfb7974c3008a4be4ba8_img.png,0
23,34,1.9299451250141577,0.002219380631127181,/root/autodl-tmp/CBIS/crops_fixed_calc/c496c794c4dd83d649285691e4ecaf76_img.png,0
8,24,2.700635394604354,0.005590083677650082,/root/autodl-tmp/CBIS/crops_fixed_calc/eb35a2791da1d1d7c86cbe087dcd83b8_img.png,1
13,39,1.3253859782333586,0.002714502657555049,/root/autodl-tmp/CBIS/crops_fixed_calc/d61274f892d59d01af2cbec395440709_img.png,1
8,2,15.125524386240105,0.0007295808557983438,/root/autodl-tmp/CBIS/crops_fixed_calc/5ac6d6af6b8501778ae23da5e7da0796_img.png,0
7,6,5.150795618075782,0.0009915101939641817,/root/autodl-tmp/CBIS/crops_fixed_calc/40b86f19122be44badaedf73fdca5c2e_img.png,0
12,8,5.596736933294831,0.001876985272884782,/root/autodl-tmp/CBIS/crops_fixed_calc/cc50fd01aee9fd5ac3e0188a271a5172_img.png,0
18,48,2.5835577993800225,0.004634784964035273,/root/autodl-tmp/CBIS/crops_fixed_calc/ab78e75b70d35bd3f3fad1fad421523b_img.png,0
22,25,2.636512248288898,0.004420664319141477,/root/autodl-tmp/CBIS/crops_fixed_calc/b5f212e815920fbebf85f179e01c4308_img.png,0
1,3,0.7231578989791517,3.627174793553301e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/098e95ac2055d3c37073aaa1db1f5a50_img.png,0
2,3,1.8365585237174438,0.00018620640263553677,/root/autodl-tmp/CBIS/crops_fixed_calc/59deb709d851f4994a3838f8ef61ba8f_img.png,0
1,4,1.4727727977708263,0.0003417365474093741,/root/autodl-tmp/CBIS/crops_fixed_calc/5f28171985b83dc7c40c55dfffc377a2_img.png,0
1,0,,7.455824241369883e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/73e88fb6e03c5c5bf608171015d5a5ad_img.png,0
36,5,20.42560814964433,0.015280583121103012,/root/autodl-tmp/CBIS/crops_fixed_calc/6ed0854efa8a17eba9ed5fb2bf9bfdd6_img.png,1
17,37,1.3847663063697606,0.0012708815017838276,/root/autodl-tmp/CBIS/crops_fixed_calc/99117454a74eeed77a70ba1da2563018_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/3307a330a572837d550206bcf1032677_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/ae698d1e52c9bc710527adf2e884932e_img.png,0
2,3,1.5451830101756694,0.00021515719131271198,/root/autodl-tmp/CBIS/crops_fixed_calc/3d18d514b6fbc4a82a61017b2d45552e_img.png,0
29,9,13.145445385315945,0.005793787664464123,/root/autodl-tmp/CBIS/crops_fixed_calc/d1a55011db8b83c300ea7c6b1ae1b709_img.png,0
20,17,5.5405374241869065,0.008058544234873895,/root/autodl-tmp/CBIS/crops_fixed_calc/82e1e58165baba019e510169c4563942_img.png,0
158,411,1.988101023529188,0.040823053018174967,/root/autodl-tmp/CBIS/crops_fixed_calc/60ac4d06f8a25d0d4043b8c82a0b3ca6_img.png,1
4,1,13.79479346977565,0.0018837185622645352,/root/autodl-tmp/CBIS/crops_fixed_calc/0f0945fb1b43f909f68753408eba8bc5_img.png,0
10,0,,0.002148167780273124,/root/autodl-tmp/CBIS/crops_fixed_calc/cc11fc8aba3e6505c59eb568457a6b93_img.png,0
8,0,,0.0023255493938434866,/root/autodl-tmp/CBIS/crops_fixed_calc/a8da835f594c48a777981e8591e089c9_img.png,0
3,0,,0.0023295929436451908,/root/autodl-tmp/CBIS/crops_fixed_calc/cea83a32379fdf755fcc58d62e7e6ea9_img.png,0
7,1,23.785109131477846,0.000989816632274733,/root/autodl-tmp/CBIS/crops_fixed_calc/21bf905b577fca359c29ffa6e93dace7_img.png,0
11,9,2.7568913175470553,0.0013040238450074517,/root/autodl-tmp/CBIS/crops_fixed_calc/08033059586a3c442edb2eafe66a0756_img.png,0
5,4,3.399987937958535,0.0007379131249201777,/root/autodl-tmp/CBIS/crops_fixed_calc/fbd844f5b614a1b2d4a59dd546c06f95_img.png,0
4,1,12.985939221149485,0.0013121233719950755,/root/autodl-tmp/CBIS/crops_fixed_calc/8dad9d44e3f3ca6b6111ffa2a6f85791_img.png,0
0,3,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/f7c7ddf7ca9e8212f28f11594176907e_img.png,1
21,63,1.264774376043991,0.004334467244595633,/root/autodl-tmp/CBIS/crops_fixed_calc/70c5ac7ba91e635eb27b837dc056eb8b_img.png,1
2,16,0.43978050293869253,0.00012065013185335838,/root/autodl-tmp/CBIS/crops_fixed_calc/ed6bb828cc9c83fac010ec7e90e806d7_img.png,1
1,0,,0.00011940298507462687,/root/autodl-tmp/CBIS/crops_fixed_calc/0a69c3f3625b4746cfa13196e3f5805e_img.png,1
22,36,3.1722559415566525,0.0076754127010367715,/root/autodl-tmp/CBIS/crops_fixed_calc/d8a4bd4adac061d385f33f92da292b68_img.png,0
7,5,3.8373433798555814,0.001455604075691412,/root/autodl-tmp/CBIS/crops_fixed_calc/62b5923d0bc409b7a9a1344934cb4a6a_img.png,0
2,0,,0.0003275549284418464,/root/autodl-tmp/CBIS/crops_fixed_calc/ca15fc04a10252d4b8b92d60ebfc524f_img.png,1
2,5,1.100967649584884,0.00042943028914972805,/root/autodl-tmp/CBIS/crops_fixed_calc/daa34d9ce473141e14d5623c7a647055_img.png,1
4,6,2.7242811129651905,0.0003492568590166479,/root/autodl-tmp/CBIS/crops_fixed_calc/a2e24c08f0e9575a3c1188a0f5685766_img.png,0
4,6,2.634915837001492,0.00047229516558668506,/root/autodl-tmp/CBIS/crops_fixed_calc/e30e74affaf2520b7b520e9d09ff0899_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/63f29e6ea653c975ec3fbf07c05fda0a_img.png,0
3,2,4.255082327113063,0.00048298572996706917,/root/autodl-tmp/CBIS/crops_fixed_calc/73c655e582cfa88c36ef3ee4ec43e778_img.png,0
35,17,4.604487893160894,0.010580638789090954,/root/autodl-tmp/CBIS/crops_fixed_calc/467a818c4f373de5fcfb6c59f198a6f4_img.png,0
11,8,4.553616072897134,0.0029935195236685417,/root/autodl-tmp/CBIS/crops_fixed_calc/410c11189d334a0c5d21dd5be680705c_img.png,0
12,4,16.871939355653822,0.004396715097915351,/root/autodl-tmp/CBIS/crops_fixed_calc/9b9711ac24154725c4e09556df8cce67_img.png,1
19,10,2.979391047934403,0.0010874144028527484,/root/autodl-tmp/CBIS/crops_fixed_calc/84bb43b845a865b03e7bc4de30bbd3e8_img.png,1
9,4,3.1273863574202725,0.0002643910799919771,/root/autodl-tmp/CBIS/crops_fixed_calc/76c155886863b50ccafb2f937dc6ec5b_img.png,1
1,5,1.0771625538963727,0.0005359187352317849,/root/autodl-tmp/CBIS/crops_fixed_calc/e0e10536c095ebc283c06aa4dc443637_img.png,1
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/a2446d51b97b7c59cf0a022ce976697f_img.png,1
15,33,2.6897537758842387,0.002454084863837872,/root/autodl-tmp/CBIS/crops_fixed_calc/31591901038988ffea71cd134fc6d817_img.png,0
16,23,2.443146144100362,0.002203136026437632,/root/autodl-tmp/CBIS/crops_fixed_calc/1f1f2c204a207e8c3bce5fcf253fdde6_img.png,0
0,9,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/a0b493ef3071ac22a7ca8f843550c7c5_img.png,0
6,63,0.45743928368504994,0.0005312908153100303,/root/autodl-tmp/CBIS/crops_fixed_calc/5c6da2fae6855fb882bc2e300b1ffc94_img.png,0
312,257,2.90886896399455,0.043723280217644774,/root/autodl-tmp/CBIS/crops_fixed_calc/ec7022a8c40903cb87597e37306b2d33_img.png,1
305,273,2.3744621954500706,0.04536404497061173,/root/autodl-tmp/CBIS/crops_fixed_calc/d95ad2e58b14ef472d0c0ab550cdb4ad_img.png,1
3,2,4.8791307733489075,0.0007300335815447511,/root/autodl-tmp/CBIS/crops_fixed_calc/266c099610702c4156777dbf70ede4e1_img.png,0
5,5,6.761480384900074,0.0007994078460399704,/root/autodl-tmp/CBIS/crops_fixed_calc/c001adcb7e3dc1dccf47a49bae95da38_img.png,1
3,0,,0.00040550952271529176,/root/autodl-tmp/CBIS/crops_fixed_calc/dc811a05544a7f5d5a0ada06429c6bab_img.png,1
21,21,3.217924376508447,0.0034432823813354786,/root/autodl-tmp/CBIS/crops_fixed_calc/06e543f91e04e79bdc1b6e441f00c5c5_img.png,0
7,39,0.5664264713235052,0.0005548597790072765,/root/autodl-tmp/CBIS/crops_fixed_calc/1a3cd6a91406106faa62d29ca37730fc_img.png,0
1,8,1.0526036800115,0.00010781283691511537,/root/autodl-tmp/CBIS/crops_fixed_calc/d37ecfb12ed1e44076c620852072e8eb_img.png,1
0,4,0.0,5.104514943467497e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/d80dfce7657f9ee4a3de39c400000af7_img.png,1
2,4,2.770259481037924,0.00034930139720558884,/root/autodl-tmp/CBIS/crops_fixed_calc/a5accb3781bf51e5103578e1c14b2759_img.png,0
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/96c9fa527cc52995111bab0b459072d9_img.png,0
3,0,,0.0013053598389531958,/root/autodl-tmp/CBIS/crops_fixed_calc/39e092a19cd349286e3e55d692f8ffae_img.png,0
3,1,8.317848199637337,0.001007397173531359,/root/autodl-tmp/CBIS/crops_fixed_calc/e9d9806d811697f580a66204ec1a99ba_img.png,0
6,0,,0.0011245558004588188,/root/autodl-tmp/CBIS/crops_fixed_calc/4472778e033a0268a0694c434cca9b53_img.png,0
2,1,5.074934214965252,0.0004453140813710276,/root/autodl-tmp/CBIS/crops_fixed_calc/b1bd31c4db6e353fe7a8b7dc0b51d2ac_img.png,0
5,11,2.51515755702776,0.00194397368158708,/root/autodl-tmp/CBIS/crops_fixed_calc/f7199da2fbe8ad86eafe18663bd90579_img.png,1
1,2,1.5,4.57763671875e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/4768796c8ea63a4597eaae5edb7ca0b6_img.png,1
18,35,2.61400726616988,0.00396788565064043,/root/autodl-tmp/CBIS/crops_fixed_calc/9b46b3549e530a77837d257a40fcf1d6_img.png,0
3,1,7.112409829109286,0.0004757679795291183,/root/autodl-tmp/CBIS/crops_fixed_calc/cd75933c38b14b8a132bf0be14a778b5_img.png,0
16,3,16.393183113183113,0.007443667443667444,/root/autodl-tmp/CBIS/crops_fixed_calc/1b45c51bc6dcf90c5173effe4d895101_img.png,0
26,9,17.364778808923123,0.004653526249632264,/root/autodl-tmp/CBIS/crops_fixed_calc/f2fb208f96f4705d9a7b325fc94012c5_img.png,0
1,1,2.7174582015684163,0.00011344782109278614,/root/autodl-tmp/CBIS/crops_fixed_calc/ac83549f098d5ca36c635766e4dc5648_img.png,0
5,4,3.291208753135524,0.00047119475587954047,/root/autodl-tmp/CBIS/crops_fixed_calc/f60adc3cfeb041e5e278f3a0b08abeee_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/bbaca4925e64d4e3430008a3d1d0bdf8_img.png,0
16,49,0.9058938469923999,0.0015693614570585271,/root/autodl-tmp/CBIS/crops_fixed_calc/8c9a89abb8cfda7f386e91076dcc0430_img.png,1
1,1,4.982018164392314,4.5639176669252884e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/5dd0fcc8dabbc02c0044ccd748366e24_img.png,1
8,1,57.89015960789242,0.002827698881487998,/root/autodl-tmp/CBIS/crops_fixed_calc/88af900e68ccb4f5913a7ab811066583_img.png,0
4,0,,0.002390897306639781,/root/autodl-tmp/CBIS/crops_fixed_calc/5c9ad95963aaa34afe107540907ad4d0_img.png,0
30,5,14.619611955951758,0.011339800734137389,/root/autodl-tmp/CBIS/crops_fixed_calc/297f3512790047cda26dae0b27c386f5_img.png,0
14,7,6.389816133523227,0.005184746603510906,/root/autodl-tmp/CBIS/crops_fixed_calc/f2b4d7a8d4e71843c02f0a4a2f5f5d34_img.png,0
22,6,10.712788291320717,0.012401825117809859,/root/autodl-tmp/CBIS/crops_fixed_calc/1331e8896e006eb95c18750cc29c4450_img.png,0
12,8,3.4923315220151334,0.003758062058808593,/root/autodl-tmp/CBIS/crops_fixed_calc/6b593ad6487d04083859201ce8e4d6ec_img.png,0
16,17,3.4525223702046266,0.0029561562845033303,/root/autodl-tmp/CBIS/crops_fixed_calc/7935d7701eba3c81d551fa4eac32fd9c_img.png,0
8,19,1.1567676965267146,0.0011578872132084912,/root/autodl-tmp/CBIS/crops_fixed_calc/56ffcd310994b2eb118d1962b9486bc0_img.png,0
31,1,98.95480786144915,0.009195144963459294,/root/autodl-tmp/CBIS/crops_fixed_calc/ec3116641c26c367976f9d9e342df175_img.png,1
24,2,28.89078382945535,0.004575588197062264,/root/autodl-tmp/CBIS/crops_fixed_calc/5d17c4524ebd63c5696804c37cb8c37a_img.png,1
0,7,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/a5fd194d77b312666ab895aa572aa509_img.png,0
5,4,3.9532520325203255,0.0006669207317073171,/root/autodl-tmp/CBIS/crops_fixed_calc/7a7c2338e6de047d3baa0c4517476fb3_img.png,0
19,25,3.834880878249037,0.0021679466777370327,/root/autodl-tmp/CBIS/crops_fixed_calc/346f13a506bc6a527bb8894092dff5aa_img.png,0
5,11,1.7502981632471113,0.003423200044409082,/root/autodl-tmp/CBIS/crops_fixed_calc/74d87acc80ab2c6fbf9cf8827b220a38_img.png,0
0,10,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/ef915f6ca1592a433a87cc2aa1943c97_img.png,1
0,12,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/f02724862b1e64c209334abec1e29487_img.png,1
3,9,0.9032941320766289,0.0005802352075402273,/root/autodl-tmp/CBIS/crops_fixed_calc/e56c5aad4cb30b081633e74fbd0f68d7_img.png,0
2,0,,0.00024646885960754575,/root/autodl-tmp/CBIS/crops_fixed_calc/cdac89b236ec39fd6f2f55ecd8a1a53e_img.png,1
3,1,10.250526528617883,0.00020218698926724064,/root/autodl-tmp/CBIS/crops_fixed_calc/aaa8feb743584945f25fad5aaede46d5_img.png,1
6,22,1.512253082847046,0.0020972211819339373,/root/autodl-tmp/CBIS/crops_fixed_calc/0f209810f8357b7bbc6ae963702cdcc8_img.png,0
8,21,1.2616619514441738,0.0009869070333574578,/root/autodl-tmp/CBIS/crops_fixed_calc/6584b03d7a2d526ef969729448bbbfc8_img.png,0
2,7,2.053468253224648,0.0002498516505824667,/root/autodl-tmp/CBIS/crops_fixed_calc/3c2e8db1bd953f5294c9f0a3f0619e48_img.png,0
12,5,7.968082266277747,0.005306438588685091,/root/autodl-tmp/CBIS/crops_fixed_calc/0ac70cb83f00572477ec62198fcdc787_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/222a730a288aabe243854559b28f215e_img.png,0
1,5,0.4822491444038154,0.00036436035238851224,/root/autodl-tmp/CBIS/crops_fixed_calc/ee87fb98f845f7fdf1e3991186c52259_img.png,0
3,4,2.4553735917961426,0.0007010450462200629,/root/autodl-tmp/CBIS/crops_fixed_calc/93516ecc7bd4ac6cb7103696eba9e159_img.png,0
7,34,0.45993912930523373,0.0017024636375973057,/root/autodl-tmp/CBIS/crops_fixed_calc/1326c6da41646c20ee0d0d523d8d01bc_img.png,1
3,4,2.037382150705324,0.0007939320904515488,/root/autodl-tmp/CBIS/crops_fixed_calc/add1ad2c7a9a34b80d72298479bfb89e_img.png,1
3,3,2.583307133972142,0.0006014462047377558,/root/autodl-tmp/CBIS/crops_fixed_calc/2c2d4335fc8f3aaf5548f61912f86963_img.png,0
1,4,0.6706175284813238,0.00036523522553275176,/root/autodl-tmp/CBIS/crops_fixed_calc/11d3a1aa565bda0a777b297fb50d6644_img.png,0
1,4,0.5455715256870933,3.6418374283771974e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/4269e067eee13fd47bc0fbb6a626418d_img.png,0
5,4,2.7341935679980542,0.0005714633108395647,/root/autodl-tmp/CBIS/crops_fixed_calc/a0f94904f98451ab888fa457c9cd64cb_img.png,0
6,19,1.0765395728287348,0.0006559472551130247,/root/autodl-tmp/CBIS/crops_fixed_calc/3e71d3ee1026f51106680c947e2ee63d_img.png,0
14,15,2.44839069338862,0.001962681409813407,/root/autodl-tmp/CBIS/crops_fixed_calc/7a58941c807dea9fcfad3d23ae75e8c7_img.png,0
3,4,2.3449217643169726,0.0002833485501999181,/root/autodl-tmp/CBIS/crops_fixed_calc/66600d8eeabdc9cf7597a13d87daf181_img.png,0
9,14,2.316561634488018,0.0024585557740938466,/root/autodl-tmp/CBIS/crops_fixed_calc/f89a2cc5a883e2f02095c7c3ce16d4df_img.png,0
113,226,2.7919429375125575,0.03546313039983926,/root/autodl-tmp/CBIS/crops_fixed_calc/55f0063992c8be92b9ea783f49c939e1_img.png,0
1,0,,2.3369673175120647e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/32a7656973b724021b7d540b294c72df_img.png,0
4,2,5.397048449448348,0.000550241259629222,/root/autodl-tmp/CBIS/crops_fixed_calc/2e12840793fe78af8e071d519a5a21c9_img.png,0
0,3,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/64e91779a6876cfc82120ea35e9ff379_img.png,0
14,38,1.0492161311729717,0.0013650975384208903,/root/autodl-tmp/CBIS/crops_fixed_calc/1ae714b9461741f5341a68d0540ae039_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/956d1861e62a22e377daf952c3301ea8_img.png,0
6,17,0.8366164331967454,0.00038571318367661806,/root/autodl-tmp/CBIS/crops_fixed_calc/b0ded88cb52a28dbc11dbf0b18eaa30a_img.png,0
12,10,3.671508656734909,0.0006504165763310311,/root/autodl-tmp/CBIS/crops_fixed_calc/ff1b2dd01c26c1c9b63bc0c536b447bb_img.png,0
8,33,0.8944486999550597,0.001878387806579724,/root/autodl-tmp/CBIS/crops_fixed_calc/c3412f92bd72e06872564cd356aa604d_img.png,0
5,2,5.9028053799699975,0.0010385547420922391,/root/autodl-tmp/CBIS/crops_fixed_calc/248ee8baba711807c397268b0a2c3933_img.png,0
3,2,5.604943625325238,0.00019875686614628506,/root/autodl-tmp/CBIS/crops_fixed_calc/3fd642be67e8e13040ed5426c35e4c3a_img.png,0
4,1,11.591976327489554,0.0003717416841385258,/root/autodl-tmp/CBIS/crops_fixed_calc/10c4c359b3304487ccf63913e99c2a01_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/8ee6126815be194480c05996fbfa655b_img.png,0
4,0,,0.001982641769002003,/root/autodl-tmp/CBIS/crops_fixed_calc/053d3672895ff115d2fbae08dd90bf1c_img.png,0
22,21,22.90798524573821,0.012648290300069785,/root/autodl-tmp/CBIS/crops_fixed_calc/2af7063dc584b883125766b3429fee5c_img.png,0
6,25,3.0983508436803566,0.0010081714952775126,/root/autodl-tmp/CBIS/crops_fixed_calc/d64456d827146353cad066d081685de5_img.png,0
5,11,1.377473789260201,0.0019064897526175797,/root/autodl-tmp/CBIS/crops_fixed_calc/95fae6942ade1dde3a6767cc8b9c8d71_img.png,0
23,29,2.4184650572901605,0.005669091864003583,/root/autodl-tmp/CBIS/crops_fixed_calc/795a3297c32d5c3b0053a10da1be3ee2_img.png,0
32,654,1.3153138736178847,0.02488832163369496,/root/autodl-tmp/CBIS/crops_fixed_calc/24174cba6f253dec8b3483774e40b7fd_img.png,0
27,622,1.318559462439458,0.048713345302214245,/root/autodl-tmp/CBIS/crops_fixed_calc/70f88017da982bbf5d089bfd4b37d6a6_img.png,0
9,27,0.935398003087809,0.0018875321243448085,/root/autodl-tmp/CBIS/crops_fixed_calc/963fa282008730a38b7b301760f7b6b3_img.png,0
33,54,13.1742009197908,0.015919456156957234,/root/autodl-tmp/CBIS/crops_fixed_calc/a4b409a7c632915659ad7f73cf2de158_img.png,0
5,17,1.048032832880393,0.00024370713365595516,/root/autodl-tmp/CBIS/crops_fixed_calc/2f4cd3e49d6d32cde61aec93e43c6da5_img.png,0
36,648,1.7484275431135337,0.08299269168834386,/root/autodl-tmp/CBIS/crops_fixed_calc/e8a5b4f3e2bad6a5ad58bca22becd959_img.png,0
4,10,1.3402018056293148,0.0006804301646309082,/root/autodl-tmp/CBIS/crops_fixed_calc/612b4413f688a520af9372cd25034207_img.png,1
4,73,0.3851189547221929,0.0008269018743109151,/root/autodl-tmp/CBIS/crops_fixed_calc/8b1bd90161d4c48df117fe2b44e1f69b_img.png,1
1,4,0.7225895255479868,7.420269207366844e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/6e65226ed0a6e9d0f7c7dd522e869f06_img.png,0
2,1,7.272376775197638,0.00015917089648586033,/root/autodl-tmp/CBIS/crops_fixed_calc/43b9f495eea66d9a15f9c540361f7d9f_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/4a395d01181526bb9d374bdd208fb40a_img.png,0
17,4,10.439714278179924,0.004746647680075947,/root/autodl-tmp/CBIS/crops_fixed_calc/92c5e9f0cb6e9e2e715fa979ca2f3146_img.png,0
7,2,9.37652623010638,0.0021332135739747945,/root/autodl-tmp/CBIS/crops_fixed_calc/afc0ccc04831b89b13761a086ca663bc_img.png,0
8,2,10.397188049209138,0.0014004833040421793,/root/autodl-tmp/CBIS/crops_fixed_calc/94f9d73eec8b86689170c2e7b02d63e1_img.png,0
4,0,,0.0011691698893785412,/root/autodl-tmp/CBIS/crops_fixed_calc/7bd34f7ca463999a4f77a62071bbc7a4_img.png,0
7,1,19.025159908664143,0.0015884497014565517,/root/autodl-tmp/CBIS/crops_fixed_calc/01f90c59dd247baaa383ed4f15badb7a_img.png,0
9,4,6.584594011653161,0.0032952383805401196,/root/autodl-tmp/CBIS/crops_fixed_calc/43eb29fa774b8c6285334a3c93116b32_img.png,0
8,20,1.659868382280719,0.002121599057067086,/root/autodl-tmp/CBIS/crops_fixed_calc/70b49bb593ab26fbee4c9d1dafdfaa73_img.png,0
4,2,7.46556175413891,0.0018234667533264727,/root/autodl-tmp/CBIS/crops_fixed_calc/b526b6010245776c316bdf118ae91b4c_img.png,0
2,7,0.6283817357935277,0.0003051124644543979,/root/autodl-tmp/CBIS/crops_fixed_calc/50776e790f9f488de8b0544c77170928_img.png,0
5,1,18.09598068756498,0.0013039417807615724,/root/autodl-tmp/CBIS/crops_fixed_calc/40957e04a70cf061452c3e1e8a32e265_img.png,0
4,1,16.478400124990234,0.002284977736114366,/root/autodl-tmp/CBIS/crops_fixed_calc/8570011d568a6e05a167274edfe4920d_img.png,1
2,0,,9.981202069435896e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/2325b7dca6820c952004490520e5224c_img.png,1
8,27,1.853920914242593,0.002796002546853805,/root/autodl-tmp/CBIS/crops_fixed_calc/f443885b2af39eaa70ace59188c63693_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/650b87a447abf01e3c1e5b1063b63f79_img.png,1
12,31,0.8979837279871105,0.0010637758978775138,/root/autodl-tmp/CBIS/crops_fixed_calc/076394ae627d481e6818f47001fa68c6_img.png,1
1,0,,5.3551824778429326e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/470033c3703f655e74f7c0e18ec71878_img.png,0
1,3,0.881984237366713,2.7816411682892907e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/b14617fc2b52a438ea4c8e56b43da9a6_img.png,0
1,0,,5.762470947542306e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/7f0b7c46343d2450ae095ef5eb3f266e_img.png,1
1,0,,2.892514173319449e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/b2561a1701833347e7cc1d1e3f392be5_img.png,1
42,41,2.45479917485742,0.013526119402985074,/root/autodl-tmp/CBIS/crops_fixed_calc/f5968b329bf483bccc87829b205d8c93_img.png,0
44,82,1.4724503285881247,0.018995929443690638,/root/autodl-tmp/CBIS/crops_fixed_calc/db47439fea80511e170d0cccd451fec8_img.png,0
6,16,1.218877683377651,0.0009403982100006485,/root/autodl-tmp/CBIS/crops_fixed_calc/ab3fed335641f719a2018935422ca81f_img.png,0
10,15,1.875187867857385,0.0011926578817232452,/root/autodl-tmp/CBIS/crops_fixed_calc/1e3fc96b610a79de621c7c9bbf773dd7_img.png,0
0,7,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/68a20be706b6aa1006cdff93aa9cf351_img.png,0
4,9,1.0314482405284395,0.0018114794593430536,/root/autodl-tmp/CBIS/crops_fixed_calc/9b5f56e7770fb3eb3a05b2fb2e979e38_img.png,0
3,7,4.221955459889064,0.001034853878632337,/root/autodl-tmp/CBIS/crops_fixed_calc/fffbd811f603330429a0b9d58d22b84f_img.png,1
4,3,5.657872453912058,0.0008200820082008201,/root/autodl-tmp/CBIS/crops_fixed_calc/7e252e95c1bc7e4ba5c865a7852a3ebc_img.png,1
9,5,7.578661154396564,0.0013316902528223882,/root/autodl-tmp/CBIS/crops_fixed_calc/f53423ef87002d95ea464c5a37a9e619_img.png,1
